subject_id,modality,feature,baseline,current,fatigue_score,relative_change,normalized_effect,raw_sigmoid,weight,direction,expected_change,contribution,weighted_contribution,better_than_baseline
1,voice,dLPC,0.42,0.08461243659257889,-0.9637691079531305,-0.798541798623817,-3.9927087934836454,0.01811544602343474,0.8,1,0.2,-0.7710152863625045,-0.7710152863625045,True
1,voice,PARCOR,0.55,0.13347436487674713,-0.9989724307394112,-0.7573193228182902,-7.573192470863654,0.0005137846302943996,0.77,1,0.1,-0.7692087716693466,-0.7692087716693466,True
1,voice,LPC,0.61,0.21230873465538025,-0.9912975768288588,-0.6519528833198212,-5.432940241586823,0.004351211585570638,0.76,1,0.12,-0.7533861583899327,-0.7533861583899327,True
1,voice,Pitch,120.0,0.0,-0.9999999999999933,-0.9999999999166668,-33.333331462037144,3.3382440422025056e-15,0.76,1,0.18,-0.7599999999999949,-0.7599999999999949,True
1,voice,MFCC,0.5,59.409996032714844,1.0,117.81998970902988,36.81874489711115,1.0,0.75,1,0.2,0.75,0.75,False
1,eye,fixation_duration,0.22,0.22480921469986875,0.053384907811070414,0.02186006582394588,0.10687141890503804,0.5266924539055352,1.0,1,0.5,0.053384907811070414,0.053384907811070414,False
1,eye,fixation_count,120.0,128.85215246740842,1.0,0.07376793722225615,98.35724252609613,1.0,0.9,1,0.45,0.9,0.9,False
1,eye,saccade_count,150.0,163.28269415510707,1.0,0.08855129436147702,109.7743248674317,1.0,1.0,1,0.55,1.0,1.0,False
1,game,score,85.0,61.0,0.879017343852655,-0.2823529411432526,-2.742857032036499,0.9395086719263275,0.82,-1,0.25,0.720794221959177,0.720794221959177,False
1,subjective,fatigue_self,1.0,5.0,0.0,,0.0,,0.0,1,,0.0,0.0,False
1,subjective,sleep_last,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
1,subjective,sleep_previous,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
