subject_id,modality,feature,baseline,current,fatigue_score,relative_change,normalized_effect,raw_sigmoid,weight,direction,expected_change,contribution,weighted_contribution,better_than_baseline
3,voice,dLPC,0.37474603247480937,0.40578563878910023,0.20416120519104908,0.08282837654350243,0.414141862010419,0.6020806025955245,0.8,1,0.2,0.16332896415283926,0.16332896415283926,False
3,voice,PARCOR,0.5517144600546122,0.5329391612786566,-0.16853078239392494,-0.03403082535445758,-0.34030821951375384,0.41573460880303753,0.77,1,0.1,-0.1297687024433222,-0.1297687024433222,True
3,voice,LPC,0.5676467583287299,0.6181368280783534,0.3545247025636855,0.08894628238310368,0.7412189580909508,0.6772623512818428,0.76,1,0.12,0.269438773948401,0.269438773948401,False
3,voice,Pitch,154.31965105361414,152.55701614833376,-0.16177311415758422,-0.011421973113157053,-0.32641385308415893,0.4191134429212079,0.76,1,0.18,-0.12294756675976401,-0.12294756675976401,True
3,voice,MFCC,0.561842707244883,0.5428274779546007,-0.005942188802641635,-0.033844399342804685,-0.01188451748581743,0.4970289055986792,0.75,1,0.2,-0.004456641601981226,-0.004456641601981226,True
3,eye,fixation_duration,0.28036600936790407,0.38465959993657284,0.8206541313005355,0.37199083827563223,2.3176349594380867,0.9103270656502678,1.0,1,0.5,0.8206541313005355,0.8206541313005355,False
3,eye,fixation_count,144.1988448526657,162.76797542171403,1.0,0.12877447518205487,206.32365807396425,1.0,0.9,1,0.45,0.9,0.9,False
3,eye,saccade_count,191.52262896920035,204.3067276684233,1.0,0.0667498079331989,105.65370152910681,1.0,1.0,1,0.55,1.0,1.0,False
3,game,score,72.0,51.0,0.8336545922157803,-0.2916666666261574,-2.3999999029809564,0.9168272961078902,0.82,-1,0.25,0.6835967656169398,0.6835967656169398,False
3,subjective,fatigue_self,0.0,4.0,-0.19999999999999996,,-0.19999999999999996,,0.0,1,,-0.0,-0.0,True
3,subjective,sleep_last,7.0,7.0,-0.75,,-0.75,,0.0,-1,,-0.0,-0.0,True
3,subjective,sleep_previous,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
