subject_id,modality,feature,baseline,current,fatigue_score,relative_change,normalized_effect,raw_sigmoid,weight,direction,expected_change,contribution,weighted_contribution,better_than_baseline
1,voice,dLPC,0.42,0.4378853679431423,0.10606012848581714,0.04258420837452439,0.21292103122657038,0.5530300642429086,0.8,1,0.2,0.08484810278865372,0.08484810278865372,False
1,voice,PARCOR,0.55,0.5737775279526112,0.2128544037476121,0.04323186821871352,0.4323186389552713,0.606427201873806,0.77,1,0.1,0.16389789088566134,0.16389789088566134,False
1,voice,LPC,0.61,0.5988373986298372,-0.07609985409973952,-0.018299346208474298,-0.15249453902940757,0.46195007295013024,0.76,1,0.12,-0.057835889115802036,-0.057835889115802036,True
1,voice,Pitch,120.0,118.80594719545985,-0.16433682118872828,-0.009950440037005374,-0.33168131597426537,0.41783158940563586,0.76,1,0.18,-0.12489598410343349,-0.12489598410343349,True
1,voice,MFCC,0.5,0.5080783925837158,0.0025244921396063713,0.016156784844295877,0.005048995005081467,0.5012622460698032,0.75,1,0.2,0.0018933691047047785,0.0018933691047047785,False
1,eye,fixation_duration,0.22,0.27034719726831286,0.5075419247555171,0.22885088627183633,1.1188264084161794,0.7537709623777585,1.0,1,0.5,0.5075419247555171,0.5075419247555171,False
1,eye,fixation_count,120.0,131.58291578320814,1.0,0.09652429818535745,128.69905495221136,1.0,0.9,1,0.45,0.9,0.9,False
1,eye,saccade_count,150.0,140.51384630509,-1.0,-0.06324102462851727,-78.39795942655614,8.957747750305861e-35,1.0,1,0.55,-1.0,-1.0,True
1,game,score,85.0,88.0,-0.16976877270777468,0.035294117642906575,0.3428571290045624,0.41511561364611266,0.82,-1,0.25,-0.13921039362037524,-0.13921039362037524,True
1,subjective,fatigue_self,1.0,5.0,0.0,,0.0,,0.0,1,,0.0,0.0,False
1,subjective,sleep_last,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
1,subjective,sleep_previous,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
