subject_id,modality,feature,baseline,current,fatigue_score,relative_change,normalized_effect,raw_sigmoid,weight,direction,expected_change,contribution,weighted_contribution,better_than_baseline
1,voice,dLPC,0.42,0.42059412411858776,0.003536438083001192,0.0014145812010523046,0.00707290565161624,0.5017682190415006,0.8,1,0.2,0.0028291504664009538,0.0028291504664009538,False
1,voice,PARCOR,0.55,0.499881992094486,-0.4265062034504422,-0.09112364908050458,-0.9112363996814058,0.2867468982747789,0.77,1,0.1,-0.3284097766568405,-0.3284097766568405,True
1,voice,LPC,0.61,0.602501664164745,-0.051173395987634485,-0.012292353626772798,-0.10243627168675068,0.47441330200618276,0.76,1,0.12,-0.03889178095060221,-0.03889178095060221,True
1,voice,Pitch,120.0,117.56614787487952,-0.325721995489903,-0.0202821010409805,-0.6760699968018707,0.3371390022550485,0.76,1,0.18,-0.24754871657232627,-0.24754871657232627,True
1,voice,MFCC,0.5,0.5023164692031094,0.0007238964479470145,0.004632938313559934,0.0014477931487880801,0.5003619482239735,0.75,1,0.2,0.0005429223359602608,0.0005429223359602608,False
1,eye,fixation_duration,0.22,0.2877204849156977,0.636608135070958,0.3078203719886089,1.504899399079719,0.818304067535479,1.0,1,0.5,0.636608135070958,0.636608135070958,False
1,eye,fixation_count,120.0,121.27581481717742,0.9999986049393721,0.01063179014225918,14.17571916587695,0.999999302469686,0.9,1,0.45,0.8999987444454349,0.8999987444454349,False
1,eye,saccade_count,150.0,174.29272161050955,1.0,0.16195147739260018,200.76628151231102,1.0,1.0,1,0.55,1.0,1.0,False
1,game,score,85.0,71.0,0.6640367521976831,-0.16470588233356404,-1.5999999353546248,0.8320183760988416,0.82,-1,0.25,0.5445101368021001,0.5445101368021001,False
1,subjective,fatigue_self,1.0,5.0,0.0,,0.0,,0.0,1,,0.0,0.0,False
1,subjective,sleep_last,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
1,subjective,sleep_previous,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
