subject_id,modality,feature,baseline,current,fatigue_score,relative_change,normalized_effect,raw_sigmoid,weight,direction,expected_change,contribution,weighted_contribution,better_than_baseline
1,voice,dLPC,0.42,0.4225123917947051,0.014953597218717585,0.005981885083062588,0.029909423919841745,0.5074767986093588,0.8,1,0.2,0.011962877774974068,0.011962877774974068,False
1,voice,PARCOR,0.55,0.6018122548787007,0.4390234451409005,0.09420409806665396,0.942040886462451,0.7195117225704503,0.77,1,0.1,0.3380480527584934,0.3380480527584934,False
1,voice,LPC,0.61,0.6666130458184766,0.3685127908360848,0.09280827031212112,0.7734021881508271,0.6842563954180424,0.76,1,0.12,0.28006972103542443,0.28006972103542443,False
1,voice,Pitch,120.0,124.77993159311707,0.580939312071312,0.03983276327265618,1.3277587013269545,0.790469656035656,0.76,1,0.18,0.4415138771741971,0.4415138771741971,False
1,voice,MFCC,0.5,0.4658147422623966,-0.010682485908261707,-0.0683705141077965,-0.021365784563689944,0.49465875704586915,0.75,1,0.2,-0.00801186443119628,-0.00801186443119628,True
1,eye,fixation_duration,0.22,0.287838254222407,0.6373857195089514,0.3083556869947733,1.5075164943222812,0.8186928597544757,1.0,1,0.5,0.6373857195089514,0.6373857195089514,False
1,eye,fixation_count,120.0,106.02013969566758,-1.0,-0.1164988358597286,-155.33176992789902,3.469520485163326e-68,0.9,1,0.45,-0.9,-0.9,True
1,eye,saccade_count,150.0,178.03108081545628,1.0,0.1868738720905836,231.6618101635667,1.0,1.0,1,0.55,1.0,1.0,False
1,game,score,85.0,75.0,0.5164076382544835,-0.11764705880968859,-1.1428570966818747,0.7582038191272418,0.82,-1,0.25,0.4234542633686765,0.4234542633686765,False
1,subjective,fatigue_self,1.0,5.0,0.0,,0.0,,0.0,1,,0.0,0.0,False
1,subjective,sleep_last,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
1,subjective,sleep_previous,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
