subject_id,modality,feature,baseline,current,fatigue_score,relative_change,normalized_effect,raw_sigmoid,weight,direction,expected_change,contribution,weighted_contribution,better_than_baseline
3,voice,dLPC,0.37474603247480937,0.3877429256370041,0.08648804638600005,0.03468186902352243,0.17340933644714532,0.543244023193,0.8,1,0.2,0.06919043710880005,0.06919043710880005,False
3,voice,PARCOR,0.5517144600546122,0.5523549400566728,0.00580438596348154,0.0011608903460466234,0.011608902299576004,0.5029021929817408,0.77,1,0.1,0.004469377191880786,0.004469377191880786,False
3,voice,LPC,0.5676467583287299,0.5685799939411272,0.00685007083652045,0.001644042852820199,0.013700355965138663,0.5034250354182602,0.76,1,0.12,0.005206053835755542,0.005206053835755542,False
3,voice,Pitch,154.31965105361414,161.7895027279642,0.5990427991849339,0.048405058091213586,1.3833057882193178,0.7995213995924669,0.76,1,0.18,0.45527252738054974,0.45527252738054974,False
3,voice,MFCC,0.561842707244883,0.5792082872920026,0.005426690118937705,0.030908258688971513,0.010853486780031884,0.5027133450594689,0.75,1,0.2,0.004070017589203279,0.004070017589203279,False
3,eye,fixation_duration,0.28036600936790407,0.3917031598729168,0.8446205221860401,0.3971135687414139,2.474158487474261,0.9223102610930201,1.0,1,0.5,0.8446205221860401,0.8446205221860401,False
3,eye,fixation_count,144.1988448526657,165.610069040052,1.0,0.148484020158263,237.90247377261497,1.0,0.9,1,0.45,0.9,0.9,False
3,eye,saccade_count,191.52262896920035,240.00738487451267,1.0,0.2531541894748,400.7004365073335,1.0,1.0,1,0.55,1.0,1.0,False
3,game,score,72.0,0.0,0.9994663075371739,-0.9999999998611112,-8.228571095934708,0.999733153768587,0.82,-1,0.25,0.8195623721804826,0.8195623721804826,False
3,subjective,fatigue_self,0.0,5.0,0.0,,0.0,,0.0,1,,0.0,0.0,False
3,subjective,sleep_last,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
3,subjective,sleep_previous,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
