subject_id,modality,feature,baseline,current,fatigue_score,relative_change,normalized_effect,raw_sigmoid,weight,direction,expected_change,contribution,weighted_contribution,better_than_baseline
1,voice,dLPC,0.42,0.4292785577940353,0.05517341954236632,0.022091803745517297,0.11045901320463582,0.5275867097711832,0.8,1,0.2,0.04413873563389306,0.04413873563389306,False
1,voice,PARCOR,0.55,0.5247293135151397,-0.22577543926459487,-0.04594670186435142,-0.45946697269681697,0.38711228036770257,0.77,1,0.1,-0.17384708823373804,-0.17384708823373804,True
1,voice,LPC,0.61,0.6263661724771867,0.11132741083531794,0.02682979050637515,0.22358156892132885,0.555663705417659,0.76,1,0.12,0.08460883223484164,0.08460883223484164,False
1,voice,Pitch,120.0,123.62233392243803,0.4645531440891364,0.03018611601780142,1.0062038108567337,0.7322765720445682,0.76,1,0.18,0.35306038950774365,0.35306038950774365,False
1,voice,MFCC,0.5,0.4685337685234752,-0.009832879718372434,-0.06293246169440031,-0.019666393271597436,0.4950835601408138,0.75,1,0.2,-0.007374659788779325,-0.007374659788779325,True
1,eye,fixation_duration,0.22,0.22811311751081156,0.0899023429569199,0.036877805191061416,0.18029146840697402,0.54495117147846,1.0,1,0.5,0.0899023429569199,0.0899023429569199,False
1,eye,fixation_count,120.0,100.96645788033537,-1.0,-0.15861285098398753,-211.4837860381541,1.4248157645086625e-92,0.9,1,0.45,-0.9,-0.9,True
1,eye,saccade_count,150.0,194.7684585639779,1.0,0.29845639040662225,369.98723729001296,1.0,1.0,1,0.55,1.0,1.0,False
1,game,score,85.0,69.0,0.7231828930901925,-0.18823529409550174,-1.8285713546909996,0.8615914465450962,0.82,-1,0.25,0.5930099723339578,0.5930099723339578,False
1,subjective,fatigue_self,1.0,5.0,0.0,,0.0,,0.0,1,,0.0,0.0,False
1,subjective,sleep_last,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
1,subjective,sleep_previous,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
