subject_id,modality,feature,baseline,current,fatigue_score,relative_change,normalized_effect,raw_sigmoid,weight,direction,expected_change,contribution,weighted_contribution,better_than_baseline
1,voice,dLPC,0.42,0.15483444929122925,-0.9183463670021049,-0.6313465342745367,-3.1567325135360575,0.04082681649894756,0.8,1,0.2,-0.734677093601684,-0.734677093601684,True
1,voice,PARCOR,0.55,0.12194844335317612,-0.9991666228444288,-0.7782755433892153,-7.782754655616688,0.00041668857778557727,0.77,1,0.1,-0.7693582995902102,-0.7693582995902102,True
1,voice,LPC,0.61,0.18480217456817627,-0.9940153803830537,-0.6970456040350289,-5.808712882899168,0.0029923098084731693,0.76,1,0.12,-0.7554516890911208,-0.7554516890911208,True
1,voice,Pitch,120.0,379.2056579589844,1.0,2.160047149478199,72.00156761318543,1.0,0.76,1,0.18,0.76,0.76,False
1,voice,MFCC,0.5,19.130708694458008,0.9999824604757239,37.26141664368768,11.644192104387553,0.999991230237862,0.75,1,0.2,0.7499868453567929,0.7499868453567929,False
1,eye,fixation_duration,0.22,0.25703460122564253,0.38974175159885815,0.16833908882841656,0.8229909930356601,0.6948708757994291,1.0,1,0.5,0.38974175159885815,0.38974175159885815,False
1,eye,fixation_count,120.0,132.0723250291881,1.0,0.10060270856818401,134.13693506991098,1.0,0.9,1,0.45,0.9,0.9,False
1,eye,saccade_count,150.0,175.4995708364318,1.0,0.16999713889821208,210.74024142175145,1.0,1.0,1,0.55,1.0,1.0,False
1,game,score,85.0,1.0,0.9998645516482272,-0.9882352940013841,-9.599999612127746,0.9999322758241136,0.82,-1,0.25,0.8198889323515463,0.8198889323515463,False
1,subjective,fatigue_self,1.0,5.0,0.0,,0.0,,0.0,1,,0.0,0.0,False
1,subjective,sleep_last,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
1,subjective,sleep_previous,7.0,6.0,-0.5,,-0.5,,0.0,-1,,-0.0,-0.0,True
